namespace	entity	count
kr	&KR3905;	5
kr	&KR3894;	5
kr	&KR3900;	5
kr	&KR3593;	5
kr	&KR3932;	5
kr	&KR3873;	5
kr	&KR3923;	5
kr	&KR3906;	5
kr	&KR3794;	5
kr	&KR4476;	5
kr	&KR3948;	5
kr	&KR5370;	5
kr	&KR3917;	5
kr	&KR3920;	5
kr	&KR3893;	5
kr	&KR4437;	5
kr	&KR3891;	5
kr	&KR3921;	5
kr	&KR3902;	5
kr	&KR3922;	5
kr	&KR3897;	5
kr	&KR5332;	5
kr	&KR5269;	5
kr	&KR5308;	5
kr	&KR5313;	5
kr	&KR5262;	5
kr	&KR5280;	5
kr	&KR5326;	5
kr	&KR5325;	5
kr	&KR5304;	5
kr	&KR5341;	5
kr	&KR3838;	4
kr	&KR3650;	4
kr	&KR4326;	4
kr	&KR4004;	4
kr	&KR4139;	4
kr	&KR4020;	4
kr	&KR4037;	4
kr	&KR4050;	4
kr	&KR4087;	4
kr	&KR4026;	4
kr	&KR3707;	4
kr	&KR4033;	4
kr	&KR4113;	4
kr	&KR3647;	4
kr	&KR3738;	4
kr	&KR4060;	4
kr	&KR3854;	4
kr	&KR3835;	4
kr	&KR3836;	4
kr	&KR3956;	4
kr	&KR4119;	4
kr	&KR4016;	4
kr	&KR3797;	4
kr	&KR3695;	4
kr	&KR3919;	4
kr	&KR4118;	4
kr	&KR3998;	4
kr	&KR3950;	4
kr	&KR4057;	4
kr	&KR4480;	4
kr	&KR4063;	4
kr	&KR3934;	4
kr	&KR4131;	4
kr	&KR3546;	4
kr	&KR2339;	4
kr	&KR1533;	4
kr	&KR1521;	4
kr	&KR0953;	4
kr	&KR4036;	4
kr	&KR0981;	4
kr	&KR0660;	4
kr	&KR0468;	4
kr	&KR3981;	4
kr	&KR3974;	4
kr	&KR3869;	4
kr	&KR3862;	4
kr	&KR4008;	4
kr	&KR3678;	4
kr	&KR3979;	4
kr	&KR4003;	4
kr	&KR0483;	4
kr	&KR1072;	4
kr	&KR1189;	4
kr	&KR0618;	4
kr	&KR1392;	4
kr	&KR0625;	4
kr	&KR1156;	4
kr	&KR4275;	4
kr	&KR3864;	4
kr	&KR0663;	4
kr	&KR2220;	4
kr	&KR0936;	4
kr	&KR1157;	4
kr	&KR0397;	4
kr	&KR2070;	4
kr	&KR1054;	4
kr	&KR0775;	4
kr	&KR0114;	4
kr	&KR1601;	4
kr	&KR0896;	4
kr	&KR3513;	4
kr	&KR0920;	4
kr	&KR0392;	4
kr	&KR2110;	4
kr	&KR0021;	4
kr	&KR0450;	4
kr	&KR2387;	4
kr	&KR3954;	4
kr	&KR1827;	4
kr	&KR4327;	4
kr	&KR4062;	4
kr	&KR4034;	4
kr	&KR3863;	4
kr	&KR3431;	4
kr	&KR4019;	4
kr	&KR3605;	4
kr	&KR4153;	4
kr	&KR4333;	4
kr	&KR3559;	4
kr	&KR4266;	4
kr	&KR4106;	4
kr	&KR4290;	4
kr	&KR3462;	4
kr	&KR3914;	4
kr	&KR4171;	4
kr	&KR3991;	4
kr	&KR4025;	4
kr	&KR3789;	4
kr	&KR4040;	4
kr	&KR3952;	4
kr	&KR4021;	4
kr	&KR4023;	4
kr	&KR4039;	4
kr	&KR4031;	4
kr	&KR4017;	4
kr	&KR4048;	4
kr	&KR3801;	4
kr	&KR4055;	4
kr	&KR4015;	4
kr	&KR4249;	4
kr	&KR4457;	4
kr	&KR3965;	4
kr	&KR3913;	4
kr	&KR3728;	4
kr	&KR3994;	4
kr	&KR4028;	4
kr	&KR3986;	4
kr	&KR1614;	4
kr	&KR1926;	4
kr	&KR4049;	4
kr	&KR4069;	4
kr	&KR4126;	4
kr	&KR4005;	4
kr	&KR3959;	4
kr	&KR4058;	4
kr	&KR4305;	4
kr	&KR3690;	4
kr	&KR3947;	4
kr	&KR5367;	4
kr	&KR4066;	4
kr	&KR4024;	4
kr	&KR4045;	4
kr	&KR4056;	4
kr	&KR4038;	4
kr	&KR4068;	4
kr	&KR4041;	4
kr	&KR4052;	4
kr	&KR4022;	4
kr	&KR4030;	4
kr	&KR4064;	4
kr	&KR4070;	4
kr	&KR4067;	4
kr	&KR3899;	4
kr	&KR4047;	4
kr	&KR4044;	4
kr	&KR4043;	4
kr	&KR4053;	4
kr	&KR5387;	4
kr	&KR5300;	4
kr	&KR5333;	4
kr	&KR5323;	4
kr	&KR5310;	4
kr	&KR5321;	4
kr	&KR4046;	4
kr	&KR4042;	4
kr	&KR4054;	4
kr	&KR5368;	4
kr	&KR4065;	4
kr	&KR4032;	4
kr	&KR4035;	4
kr	&KR3993;	4
kr	&KR3989;	4
kr	&KR4073;	3
kr	&KR4300;	3
kr	&KR4211;	3
kr	&KR4110;	3
kr	&KR4201;	3
kr	&KR4199;	3
kr	&KR4108;	3
kr	&KR4085;	3
kr	&KR3938;	3
kr	&KR4227;	3
kr	&KR4187;	3
kr	&KR4075;	3
kr	&KR4128;	3
kr	&KR3668;	3
kr	&KR4253;	3
kr	&KR3910;	3
kr	&KR4150;	3
kr	&KR4210;	3
kr	&KR3908;	3
kr	&KR3860;	3
kr	&KR4097;	3
kr	&KR4218;	3
kr	&KR4175;	3
kr	&KR4138;	3
kr	&KR4018;	3
kr	&KR4124;	3
kr	&KR4173;	3
kr	&KR4182;	3
kr	&KR4215;	3
kr	&KR4202;	3
kr	&KR4144;	3
kr	&KR4090;	3
kr	&KR4200;	3
kr	&KR4193;	3
kr	&KR4209;	3
kr	&KR4216;	3
kr	&KR0083;	3
kr	&KR0855;	3
kr	&KR0433;	3
kr	&KR0575;	3
kr	&KR4185;	3
kr	&KR0602;	3
kr	&KR4208;	3
kr	&KR1192;	3
kr	&KR1146;	3
kr	&KR0230;	3
kr	&KR4084;	3
kr	&KR1716;	3
kr	&KR4051;	3
kr	&KR3973;	3
kr	&KR4136;	3
kr	&KR4135;	3
kr	&KR4168;	3
kr	&KR4151;	3
kr	&KR3968;	3
kr	&KR4313;	3
kr	&KR3940;	3
kr	&KR4127;	3
kr	&KR4307;	3
kr	&KR4123;	3
kr	&KR4137;	3
kr	&KR4292;	3
kr	&KR4167;	3
kr	&KR4116;	3
kr	&KR1080;	3
kr	&KR3933;	3
kr	&KR1384;	3
kr	&KR2501;	3
kr	&KR1378;	3
kr	&KR1099;	3
kr	&KR0534;	3
kr	&KR1603;	3
kr	&KR1466;	3
kr	&KR0752;	3
kr	&KR1388;	3
kr	&KR1470;	3
kr	&KR2314;	3
kr	&KR1558;	3
kr	&KR2288;	3
kr	&KR1358;	3
kr	&KR1323;	3
kr	&KR1091;	3
kr	&KR0501;	3
kr	&KR1115;	3
kr	&KR0304;	3
kr	&KR0828;	3
kr	&KR0895;	3
kr	&KR3985;	3
kr	&KR1438;	3
kr	&KR1618;	3
kr	&KR0376;	3
kr	&KR1040;	3
kr	&KR0806;	3
kr	&KR1022;	3
kr	&KR1737;	3
kr	&KR3845;	3
kr	&KR3988;	3
kr	&KR4217;	3
kr	&KR3603;	3
kr	&KR4225;	3
kr	&KR4237;	3
kr	&KR4244;	3
kr	&KR4195;	3
kr	&KR4428;	3
kr	&KR4121;	3
kr	&KR4112;	3
kr	&KR4142;	3
kr	&KR4161;	3
kr	&KR3792;	3
kr	&KR4178;	3
kr	&KR4129;	3
kr	&KR4141;	3
kr	&KR4483;	3
kr	&KR4338;	3
kr	&KR4236;	3
kr	&KR4181;	3
kr	&KR4132;	3
kr	&KR4177;	3
kr	&KR4163;	3
kr	&KR4072;	3
kr	&KR4157;	3
kr	&KR3458;	3
kr	&KR4205;	3
kr	&KR4194;	3
kr	&KR4207;	3
kr	&KR4029;	3
kr	&KR4176;	3
kr	&KR4222;	3
kr	&KR3272;	3
kr	&KR4226;	3
kr	&KR4188;	3
kr	&KR4198;	3
kr	&KR4165;	3
kr	&KR4149;	3
kr	&KR4148;	3
kr	&KR4166;	3
kr	&KR4162;	3
kr	&KR4160;	3
kr	&KR4191;	3
kr	&KR3931;	3
kr	&KR4234;	3
kr	&KR4223;	3
kr	&KR4197;	3
kr	&KR4100;	3
kr	&KR0641;	3
kr	&KR0410;	3
kr	&KR4224;	3
kr	&KR4190;	3
kr	&KR4186;	3
kr	&KR4235;	3
kr	&KR4107;	3
kr	&KR4133;	3
kr	&KR4488;	3
kr	&KR4250;	3
kr	&KR3892;	3
kr	&KR4158;	3
kr	&KR4276;	3
kr	&KR4461;	3
kr	&KR4092;	3
kr	&KR5340;	3
kr	&KR5375;	3
kr	&KR4174;	3
kr	&KR4192;	3
kr	&KR4257;	3
kr	&KR3541;	3
kr	&KR4184;	3
kr	&KR4183;	3
kr	&KR4203;	3
kr	&KR4228;	3
kr	&KR4221;	3
kr	&KR4179;	3
kr	&KR4206;	3
kr	&KR5346;	3
kr	&KR5379;	3
kr	&KR5348;	3
kr	&KR5335;	3
kr	&KR5317;	3
kr	&KR5318;	3
kr	&KR5293;	3
kr	&KR4268;	3
kr	&KR5296;	3
kr	&KR5369;	3
kr	&KR5378;	3
kr	&KR5267;	3
kr	&KR4214;	3
kr	&KR5327;	3
kr	&KR4233;	3
kr	&KR4219;	3
kr	&KR4230;	3
kr	&KR4232;	3
kr	&KR4220;	3
kr	&KR5273;	3
kr	&KR4169;	3
kr	&KR4096;	3
kr	&KR4229;	3
kr	&KR4156;	3
kr	&KR4154;	3
kr	&KR4146;	3
kr	&KR4377;	2
kr	&KR4406;	2
kr	&KR4109;	2
kr	&KR4251;	2
kr	&KR3120;	2
kr	&KR4242;	2
kr	&KR4283;	2
kr	&KR4417;	2
kr	&KR4344;	2
kr	&KR4294;	2
kr	&KR4367;	2
kr	&KR4451;	2
kr	&KR4379;	2
kr	&KR4401;	2
kr	&KR4346;	2
kr	&KR4089;	2
kr	&KR4281;	2
kr	&KR3674;	2
kr	&KR4296;	2
kr	&KR4378;	2
kr	&KR4419;	2
kr	&KR4393;	2
kr	&KR4409;	2
kr	&KR1305;	2
kr	&KR4368;	2
kr	&KR1332;	2
kr	&KR1316;	2
kr	&KR1481;	2
kr	&KR4274;	2
kr	&KR4392;	2
kr	&KR4348;	2
kr	&KR4239;	2
kr	&KR3962;	2
kr	&KR4293;	2
kr	&KR4309;	2
kr	&KR4295;	2
kr	&KR4470;	2
kr	&KR4104;	2
kr	&KR4318;	2
kr	&KR4246;	2
kr	&KR4287;	2
kr	&KR1560;	2
kr	&KR2229;	2
kr	&KR0598;	2
kr	&KR0063;	2
kr	&KR1682;	2
kr	&KR0033;	2
kr	&KR0913;	2
kr	&KR2631;	2
kr	&KR1623;	2
kr	&KR1074;	2
kr	&KR2067;	2
kr	&KR0383;	2
kr	&KR1425;	2
kr	&KR1347;	2
kr	&KR1107;	2
kr	&KR0459;	2
kr	&KR1461;	2
kr	&KR1182;	2
kr	&KR1808;	2
kr	&KR4081;	2
kr	&KR0883;	2
kr	&KR0530;	2
kr	&KR1502;	2
kr	&KR1186;	2
kr	&KR0842;	2
kr	&KR0085;	2
kr	&KR0257;	2
kr	&KR1924;	2
kr	&KR3178;	2
kr	&KR2393;	2
kr	&KR1119;	2
kr	&KR0195;	2
kr	&KR0218;	2
kr	&KR1203;	2
kr	&KR0731;	2
kr	&KR0582;	2
kr	&KR0900;	2
kr	&KR1056;	2
kr	&KR1447;	2
kr	&KR1841;	2
kr	&KR2309;	2
kr	&KR0709;	2
kr	&KR1656;	2
kr	&KR4384;	2
kr	&KR4396;	2
kr	&KR3776;	2
kr	&KR4180;	2
kr	&KR4356;	2
kr	&KR4255;	2
kr	&KR4303;	2
kr	&KR4322;	2
kr	&KR4376;	2
kr	&KR4391;	2
kr	&KR4278;	2
kr	&KR4260;	2
kr	&KR4462;	2
kr	&KR4403;	2
kr	&KR4361;	2
kr	&KR4370;	2
kr	&KR4369;	2
kr	&KR4316;	2
kr	&KR4359;	2
kr	&KR4317;	2
kr	&KR4337;	2
kr	&KR4204;	2
kr	&KR4389;	2
kr	&KR4421;	2
kr	&KR4395;	2
kr	&KR4013;	2
kr	&KR4243;	2
kr	&KR4342;	2
kr	&KR3549;	2
kr	&KR4324;	2
kr	&KR4328;	2
kr	&KR3984;	2
kr	&KR4314;	2
kr	&KR3293;	2
kr	&KR4412;	2
kr	&KR4331;	2
kr	&KR3684;	2
kr	&KR4373;	2
kr	&KR4027;	2
kr	&KR4059;	2
kr	&KR4273;	2
kr	&KR4468;	2
kr	&KR4349;	2
kr	&KR4410;	2
kr	&KR4431;	2
kr	&KR4343;	2
kr	&KR4265;	2
kr	&KR4383;	2
kr	&KR4263;	2
kr	&KR4254;	2
kr	&KR4302;	2
kr	&KR4394;	2
kr	&KR4103;	2
kr	&KR4143;	2
kr	&KR4522;	2
kr	&KR3777;	2
kr	&KR4321;	2
kr	&KR1816;	2
kr	&KR4304;	2
kr	&KR4388;	2
kr	&KR4418;	2
kr	&KR4352;	2
kr	&KR4095;	2
kr	&KR4402;	2
kr	&KR4375;	2
kr	&KR4354;	2
kr	&KR4332;	2
kr	&KR4285;	2
kr	&KR4460;	2
kr	&KR4360;	2
kr	&KR3773;	2
kr	&KR5401;	2
kr	&KR4385;	2
kr	&KR4350;	2
kr	&KR4380;	2
kr	&KR4422;	2
kr	&KR3768;	2
kr	&KR4397;	2
kr	&KR4405;	2
kr	&KR4371;	2
kr	&KR4413;	2
kr	&KR4415;	2
kr	&KR4372;	2
kr	&KR4341;	2
kr	&KR4340;	2
kr	&KR4365;	2
kr	&KR4386;	2
kr	&KR4453;	2
kr	&KR5287;	2
kr	&KR5381;	2
kr	&KR4481;	2
kr	&KR5347;	2
kr	&KR5382;	2
kr	&KR5393;	2
kr	&KR5400;	2
kr	&KR5295;	2
kr	&KR2295;	2
kr	&KR5404;	2
kr	&KR5376;	2
kr	&KR5397;	2
kr	&KR5324;	2
kr	&KR4357;	2
kr	&KR4420;	2
kr	&KR4404;	2
kr	&KR4345;	2
kr	&KR4362;	2
kr	&KR4390;	2
kr	&KR4374;	2
kr	&KR4411;	2
kr	&KR4355;	2
kr	&KR5302;	2
kr	&KR4531;	2
kr	&KR4494;	2
kr	&KR5374;	2
kr	&KR5372;	2
kr	&KR4347;	2
kr	&KR4364;	2
kr	&KR4400;	2
kr	&KR4381;	2
kr	&KR4416;	2
kr	&KR4240;	2
kr	&KR4407;	2
kr	&KR4510;	2
kr	&KR4264;	2
kr	&KR4408;	2
kr	&KR4358;	2
kr	&KR4387;	2
kr	&KR4414;	2
kr	&KR4617;	1
kr	&KR4441;	1
kr	&KR4258;	1
kr	&KR4561;	1
kr	&KR4472;	1
kr	&KR4495;	1
kr	&KR4530;	1
kr	&KR4562;	1
kr	&KR4212;	1
kr	&KR4567;	1
kr	&KR4607;	1
kr	&KR4586;	1
kr	&KR4512;	1
kr	&KR4675;	1
kr	&KR4627;	1
kr	&KR4572;	1
kr	&KR4423;	1
kr	&KR4520;	1
kr	&KR4588;	1
kr	&KR4663;	1
kr	&KR4448;	1
kr	&KR4508;	1
kr	&KR4499;	1
kr	&KR4583;	1
kr	&KR4591;	1
kr	&KR4435;	1
kr	&KR4511;	1
kr	&KR4456;	1
kr	&KR4454;	1
kr	&KR4608;	1
kr	&KR4579;	1
kr	&KR4666;	1
kr	&KR4667;	1
kr	&KR1602;	1
kr	&KR0010;	1
kr	&KR1087;	1
kr	&KR0047;	1
kr	&KR1079;	1
kr	&KR0048;	1
kr	&KR0937;	1
kr	&KR0427;	1
kr	&KR0167;	1
kr	&KR4683;	1
kr	&KR4647;	1
kr	&KR4524;	1
kr	&KR4500;	1
kr	&KR4498;	1
kr	&KR4267;	1
kr	&KR4674;	1
kr	&KR4492;	1
kr	&KR4490;	1
kr	&KR4493;	1
kr	&KR4505;	1
kr	&KR4443;	1
kr	&KR4436;	1
kr	&KR3669;	1
kr	&KR0125;	1
kr	&KR0651;	1
kr	&KR1794;	1
kr	&KR2858;	1
kr	&KR1407;	1
kr	&KR1049;	1
kr	&KR1252;	1
kr	&KR1037;	1
kr	&KR0733;	1
kr	&KR1866;	1
kr	&KR0991;	1
kr	&KR0545;	1
kr	&KR0831;	1
kr	&KR2655;	1
kr	&KR2474;	1
kr	&KR2199;	1
kr	&KR1462;	1
kr	&KR0547;	1
kr	&KR1622;	1
kr	&KR0846;	1
kr	&KR0305;	1
kr	&KR1172;	1
kr	&KR2371;	1
kr	&KR1009;	1
kr	&KR1890;	1
kr	&KR1687;	1
kr	&KR0969;	1
kr	&KR1449;	1
kr	&KR0333;	1
kr	&KR0524;	1
kr	&KR0160;	1
kr	&KR0884;	1
kr	&KR1632;	1
kr	&KR1557;	1
kr	&KR0519;	1
kr	&KR4262;	1
kr	&KR2244;	1
kr	&KR1277;	1
kr	&KR0001;	1
kr	&KR2251;	1
kr	&KR4298;	1
kr	&KR2564;	1
kr	&KR1477;	1
kr	&KR1112;	1
kr	&KR0683;	1
kr	&KR1300;	1
kr	&KR4569;	1
kr	&KR4535;	1
kr	&KR4565;	1
kr	&KR4668;	1
kr	&KR4289;	1
kr	&KR4557;	1
kr	&KR4596;	1
kr	&KR4589;	1
kr	&KR3706;	1
kr	&KR4516;	1
kr	&KR4482;	1
kr	&KR4643;	1
kr	&KR4669;	1
kr	&KR4672;	1
kr	&KR4658;	1
kr	&KR4642;	1
kr	&KR4618;	1
kr	&KR4261;	1
kr	&KR4291;	1
kr	&KR4440;	1
kr	&KR4644;	1
kr	&KR4552;	1
kr	&KR4609;	1
kr	&KR4614;	1
kr	&KR4576;	1
kr	&KR4563;	1
kr	&KR4541;	1
kr	&KR4603;	1
kr	&KR1660;	1
kr	&KR4515;	1
kr	&KR4660;	1
kr	&KR4645;	1
kr	&KR4543;	1
kr	&KR4547;	1
kr	&KR4556;	1
kr	&KR4655;	1
kr	&KR4580;	1
kr	&KR4548;	1
kr	&KR4578;	1
kr	&KR4612;	1
kr	&KR4538;	1
kr	&KR4575;	1
kr	&KR4429;	1
kr	&KR4479;	1
kr	&KR4526;	1
kr	&KR4076;	1
kr	&KR5366;	1
kr	&KR4452;	1
kr	&KR4442;	1
kr	&KR4502;	1
kr	&KR4697;	1
kr	&KR4196;	1
kr	&KR4525;	1
kr	&KR4434;	1
kr	&KR4599;	1
kr	&KR4678;	1
kr	&KR4625;	1
kr	&KR4560;	1
kr	&KR4477;	1
kr	&KR4523;	1
kr	&KR4427;	1
kr	&KR4450;	1
kr	&KR4698;	1
kr	&KR4640;	1
kr	&KR4513;	1
kr	&KR4424;	1
kr	&KR4577;	1
kr	&KR4439;	1
kr	&KR4620;	1
kr	&KR4636;	1
kr	&KR4598;	1
kr	&KR4693;	1
kr	&KR4696;	1
kr	&KR4602;	1
kr	&KR4444;	1
kr	&KR4312;	1
kr	&KR4432;	1
kr	&KR4449;	1
kr	&KR4485;	1
kr	&KR4446;	1
kr	&KR4459;	1
kr	&KR3861;	1
kr	&KR4270;	1
kr	&KR4615;	1
kr	&KR4484;	1
kr	&KR4259;	1
kr	&KR4641;	1
kr	&KR4574;	1
kr	&KR4582;	1
kr	&KR4558;	1
kr	&KR4601;	1
kr	&KR4336;	1
kr	&KR4553;	1
kr	&KR4648;	1
kr	&KR4623;	1
kr	&KR4471;	1
kr	&KR4463;	1
kr	&KR4467;	1
kr	&KR4466;	1
kr	&KR4474;	1
kr	&KR5405;	1
kr	&KR5342;	1
kr	&KR4581;	1
kr	&KR4701;	1
kr	&KR4605;	1
kr	&KR5395;	1
kr	&KR4635;	1
kr	&KR4610;	1
kr	&KR4536;	1
kr	&KR4537;	1
kr	&KR4532;	1
kr	&KR4633;	1
kr	&KR4653;	1
kr	&KR4366;	1
kr	&KR4611;	1
kr	&KR4566;	1
kr	&KR4606;	1
kr	&KR4554;	1
kr	&KR4597;	1
kr	&KR4680;	1
kr	&KR4677;	1
kr	&KR4604;	1
kr	&KR4584;	1
kr	&KR4594;	1
kr	&KR4699;	1
kr	&KR4639;	1
kr	&KR4689;	1
kr	&KR4637;	1
kr	&KR4551;	1
kr	&KR4545;	1
kr	&KR4628;	1
kr	&KR4571;	1
kr	&KR4700;	1
kr	&KR4573;	1
kr	&KR4661;	1
kr	&KR4189;	1
kr	&KR5371;	1
kr	&KR5398;	1
kr	&KR5403;	1
kr	&KR5402;	1
kr	&KR5389;	1
kr	&KR5305;	1
kr	&KR5392;	1
kr	&KR5390;	1
kr	&KR5399;	1
kr	&KR5283;	1
kr	&KR5279;	1
kr	&KR5377;	1
kr	&KR5380;	1
kr	&KR5388;	1
kr	&KR5373;	1
kr	&KR5396;	1
kr	&KR4540;	1
kr	&KR4593;	1
kr	&KR4564;	1
kr	&KR4398;	1
kr	&KR4619;	1
kr	&KR4587;	1
kr	&KR4631;	1
kr	&KR4687;	1
kr	&KR4613;	1
kr	&KR4546;	1
kr	&KR4595;	1
kr	&KR4652;	1
kr	&KR4671;	1
kr	&KR4638;	1
kr	&KR4649;	1
kr	&KR4682;	1
kr	&KR5383;	1
kr	&KR5351;	1
kr	&KR5350;	1
kr	&KR4555;	1
kr	&KR4616;	1
kr	&KR4534;	1
kr	&KR4585;	1
kr	&KR4568;	1
kr	&KR4570;	1
kr	&KR4691;	1
kr	&KR4559;	1
kr	&KR4539;	1
kr	&KR4676;	1
kr	&KR4272;	1
kr	&KR4634;	1
kr	&KR4679;	1
kr	&KR4695;	1
kr	&KR4702;	1
kr	&KR4688;	1
kr	&KR4621;	1
kr	&KR5261;	1
kr	&KR5391;	1
kr	&KR5292;	1
kr	&KR5394;	1
kr	&KR4590;	1
kr	&KR4656;	1
kr	&KR4670;	1
kr	&KR4626;	1
kr	&KR4528;	1
kr	&KR4521;	1
kr	&KR4654;	1
kr	&KR4544;	1
kr	&KR4657;	1
kr	&KR4506;	1
kr	&KR4673;	1
kr	&KR4662;	1
kr	&KR4624;	1
kr	&KR4518;	1
kr	&KR4622;	1
kr	&KR4592;	1
kr	&KR4550;	1
kr	&KR4632;	1
kr	&KR4692;	1
kr	&KR4684;	1
kr	&KR4694;	1
kr	&KR4650;	1
kr	&KR4686;	1
kr	&KR4651;	1
kr	&KR4659;	1
kr	&KR4629;	1
kr	&KR4514;	1
kr	&KR4469;	1
kr	&KR4455;	1
kr	&KR4430;	1
kr	&KR4438;	1
kr	&KR4504;	1
kr	&KR4542;	1
kr	&KR4501;	1
kr	&KR5408;	1
kr	&KR5409;	1
kr	&KR4330;	1
kr	&KR5410;	1
kr	&KR5411;	1
kr	&KR5384;	1
kr	&KR5386;	1
kr	&KR5385;	1
kr	&KR5353;	1
kr	&KR4681;	1
kr	&KR4517;	1
kr	&KR4509;	1
ch-pua	&CH-0F055D;	2
ch-pua	&CH-0F21D7;	2
ch-pua	&CH-0F21D8;	2
ch-pua	&CH-0F055E;	1
ch-pua	&CH-0F21BF;	1
ch-pua	&CH-0F22DC;	1
ch-pua	&CH-0F22DE;	1
ch-pua	&CH-0F22DD;	1
ch-pua	&CH-0F22DF;	1
ch-pua	&CH-0F22FA;	1
ch-pua	&CH-0F21CB;	1
ch-pua	&CH-0F21CF;	1
ch-pua	&CH-0F21D0;	1
ch-pua	&CH-0F21D1;	1
ch-pua	&CH-0F21D2;	1
ch-pua	&CH-0F21D3;	1
ch-pua	&CH-0F21D4;	1
ch-pua	&CH-0F21D5;	1
ch-pua	&CH-0F21D6;	1
ch-pua	&CH-0F1C66;	1
ch-pua	&CH-0F21D9;	1
ch-pua	&CH-0F21DA;	1
